rating,title,text,recommend,name,fit,itemId,helpful,notHelpful,flag,createdAt
3,assumenda minus qui,Itaque saepe beatae assumenda culpa inventore quis atque. Quidem quam veritatis voluptatem voluptatibus facere non perspiciatis. Qui est in.,true,Orlo,5,1,24,23,false,Sat Jan 06 2018 11:20:01 GMT-0800 (PST)
3,id ut quaerat,Nesciunt error omnis qui rerum temporibus quos enim non. Aut qui eos quidem. Facere ex ut tempora ab. Doloremque qui et distinctio praesentium dicta ipsum a veritatis repellat. Impedit est vel quia voluptas.,true,Rick,2,1,8,39,false,Wed Mar 07 2018 13:39:07 GMT-0800 (PST)
4,est possimus quis,Ab dolores rerum maiores voluptas. Ipsum eos repellat praesentium iusto ut quia deserunt omnis. Iure voluptatem at iusto. Fugiat eos iste expedita porro tempore facilis. Fugit excepturi ab nostrum voluptas et sint quia.,true,Anne,1,1,39,45,false,Thu Jun 15 2017 23:09:13 GMT-0700 (PDT)
5,cupiditate temporibus reprehenderit,Qui officia voluptas molestiae officiis. Repudiandae molestias velit hic. A hic aut officia ex eum nesciunt itaque. Repellendus excepturi soluta provident aliquid eum doloremque. Deserunt dolore pariatur maiores enim et veniam consequuntur.,true,Christopher,2,1,9,46,false,Tue Mar 17 2015 14:42:18 GMT-0700 (PDT)
4,sed voluptatem corrupti,Aliquam autem quam corporis sunt labore aliquid. Quidem quas omnis. Maiores ullam assumenda provident tempore qui inventore. Molestias dolor qui eaque fugiat est fugit aut rerum assumenda. Aut maxime earum fuga et quam aspernatur deleniti consequatur. Necessitatibus error culpa nostrum voluptatem hic voluptatibus aliquam sit.,false,Donald,4,1,23,14,false,Thu Nov 19 2015 18:07:24 GMT-0800 (PST)
2,eius molestiae libero,Ducimus quia est corporis quis voluptatem quos sequi. Ipsa est nemo culpa rerum dolorem perferendis eos inventore. Sint qui quaerat vel necessitatibus ut velit labore.,false,Brendan,4,1,28,5,false,Fri Jul 06 2018 06:37:18 GMT-0700 (PDT)
1,magnam consequatur harum,Reiciendis ducimus doloribus quibusdam reiciendis aut totam delectus atque tempore. Reiciendis dolor voluptatem voluptate at enim. Consequatur tempora sit ducimus consequatur id illo. Unde delectus et omnis provident praesentium expedita quod. Voluptatum numquam odit repellat laudantium voluptatem eos rerum.,true,Sophia,2,1,27,17,false,Thu Sep 06 2018 13:50:53 GMT-0700 (PDT)
1,qui provident error,Atque amet nulla perspiciatis ad ducimus autem unde. Nobis quae rerum. Fuga assumenda consequuntur facilis alias placeat tempora. Rerum praesentium et repellat saepe. Asperiores laborum provident qui inventore.,true,Kiera,5,1,19,5,false,Sat Sep 23 2017 20:15:30 GMT-0700 (PDT)
4,sed sapiente et,Illum laborum voluptatem at tenetur ut officia voluptatem maiores et. Iure labore praesentium quidem magni dolorem accusantium consequatur id. Distinctio dolores quasi temporibus. Deleniti mollitia qui eligendi autem at. Aut ut nemo omnis corporis temporibus architecto velit. Et doloremque nobis voluptatem a dolores at velit quam.,true,Alexanne,5,1,30,45,false,Sat Feb 10 2018 18:17:08 GMT-0800 (PST)
5,saepe dolores est,Commodi quis totam ipsum enim nihil voluptatum. Delectus doloribus voluptate dolor est labore vel sint similique. Impedit omnis amet maiores quo in sed nemo ipsa delectus.,true,Chandler,2,1,40,32,false,Thu Apr 21 2016 05:17:15 GMT-0700 (PDT)
1,amet recusandae id,Sed et delectus aut assumenda repellat nam nostrum nesciunt. Quia consequuntur ut quo. Optio eaque sed voluptas reiciendis eligendi reiciendis et eligendi.,true,Charlene,4,1,29,31,false,Fri Aug 03 2018 23:39:07 GMT-0700 (PDT)
5,aliquid qui similique,Aut quia error magnam totam impedit. Enim molestiae ab. Ut veniam suscipit numquam eos doloribus sit recusandae.,false,Kellen,5,1,25,9,false,Sun Apr 08 2018 16:40:23 GMT-0700 (PDT)
5,rerum tenetur distinctio,Nostrum cum mollitia. Accusantium rerum excepturi animi eos qui quos ducimus voluptatem. Labore eum consequatur voluptatum deleniti enim.,false,Mozelle,2,1,29,0,false,Wed Oct 14 2015 05:58:50 GMT-0700 (PDT)
4,voluptatibus assumenda nobis,Adipisci ut iusto nam commodi quia et quaerat repellendus. Iusto voluptatem rem maxime necessitatibus autem magnam. Sunt est culpa fugit animi pariatur.,false,Verner,3,2,1,47,false,Tue Dec 18 2018 22:01:20 GMT-0800 (PST)
2,consectetur quasi saepe,Quos error numquam. Labore impedit voluptatibus inventore ut molestiae ut vel. Corporis assumenda deserunt.,false,Kenyatta,3,2,25,19,false,Fri May 04 2018 21:34:30 GMT-0700 (PDT)
4,iste sit rem,Ut dignissimos rem in laboriosam vitae et maxime. Adipisci non rerum reiciendis animi. Culpa quia eveniet sit quidem.,true,Harrison,3,3,20,2,false,Tue Aug 04 2015 12:15:50 GMT-0700 (PDT)
1,in quidem sequi,Saepe voluptatem quae et. Excepturi delectus hic asperiores voluptatibus dignissimos modi. Voluptatibus voluptatem id odio facilis molestiae sunt perferendis sit. Cum non ratione et totam repudiandae voluptatum perspiciatis. Dolore necessitatibus cumque voluptas est minus laborum recusandae magni. Eligendi dolorem aliquid ad ut.,false,Dillan,5,3,36,31,false,Sat Oct 17 2015 15:38:01 GMT-0700 (PDT)
3,pariatur ea quis,Repudiandae aut voluptates sed eaque. Dolor voluptas quod cum vel incidunt minus perspiciatis maiores. Quo accusamus voluptas iure non cupiditate iusto. Tenetur sed nisi pariatur temporibus.,true,Orie,1,3,50,1,false,Tue Sep 25 2018 20:18:12 GMT-0700 (PDT)
2,quis quo rerum,Non quam quidem ex omnis iste ea. Aperiam dignissimos rerum est quae. Vel libero sint quaerat.,true,Megane,1,3,34,7,false,Tue Mar 21 2017 05:27:49 GMT-0700 (PDT)
3,harum inventore qui,Esse ipsum error dolor aut. Cupiditate expedita nihil. Adipisci id temporibus odio ut sunt ut.,false,Maryse,5,3,40,50,false,Fri Mar 23 2018 04:25:05 GMT-0700 (PDT)
3,dolorem facilis ut,Sunt ut vel quia numquam distinctio totam mollitia. Rerum itaque occaecati beatae ut. Sint dolorum tenetur totam repudiandae nulla quam.,true,Arlene,1,3,12,30,false,Sat Nov 12 2016 23:07:19 GMT-0800 (PST)
4,vel eum enim,Hic doloremque provident incidunt occaecati. Nesciunt temporibus sed quia quia natus expedita rerum. Minus maiores rerum quod sed.,false,Shaun,4,3,3,31,false,Sat Sep 15 2018 19:26:57 GMT-0700 (PDT)
2,fuga perferendis nostrum,Ab sapiente quis. Nam et eveniet non ullam. Error et nobis excepturi rem laudantium maxime. Nihil quia sed aliquam nulla numquam enim cum. Explicabo a sequi et officiis corporis iure odio tempore molestiae. Doloremque dolor aliquid.,true,Valentina,1,3,25,49,false,Mon Aug 24 2015 16:35:32 GMT-0700 (PDT)
4,perferendis et tempora,Quia repudiandae maxime aspernatur placeat fugit eum facere. Ullam assumenda sit et. Impedit expedita totam doloremque. A consequatur aut consequatur.,false,Clarissa,5,3,39,12,false,Sat Jan 13 2018 01:04:24 GMT-0800 (PST)
5,voluptatum veritatis non,Dolor porro cumque recusandae ratione incidunt. Et consequatur cum ut. Ipsam ratione eum sit. Adipisci repellat cupiditate veniam maxime sed placeat repellendus similique. Consequuntur sint minus aut rem voluptatibus.,false,Raymond,1,3,14,19,false,Thu Mar 22 2018 18:27:56 GMT-0700 (PDT)
3,impedit voluptatem soluta,Quas id sit et pariatur ut dicta quia. Magni beatae cum iure voluptate aut assumenda aut et. Perspiciatis veritatis unde occaecati commodi quibusdam mollitia. Itaque consequuntur aspernatur sit tenetur. Et illo iusto et dolor ea labore ut. Aliquam necessitatibus est tempora et et et explicabo.,true,Kamille,3,3,39,4,false,Mon Dec 11 2017 13:42:45 GMT-0800 (PST)
1,iste id esse,Non animi ut ut eum minus. Aut ipsum ad eum. Maxime aut eum. Reprehenderit laboriosam similique quas dolorem quae dolorum ut alias. Et dolorum possimus beatae.,false,Ima,4,4,14,1,false,Mon Feb 01 2016 18:38:49 GMT-0800 (PST)
4,porro reiciendis consectetur,Et minus atque numquam saepe aut quaerat est sit fuga. Incidunt quia voluptate est ea non sint et. Et aut nihil ut omnis tempore voluptatem. Autem non qui. Et labore non tenetur.,false,Deron,1,4,1,9,false,Mon Oct 19 2015 03:41:28 GMT-0700 (PDT)
1,expedita sequi tenetur,Voluptates dignissimos dolores ad natus. Molestiae autem enim corrupti enim. Nisi dolore ullam magnam in qui quos.,false,Kianna,5,4,48,47,false,Mon Apr 03 2017 18:10:11 GMT-0700 (PDT)
1,voluptatibus culpa ullam,Totam reprehenderit nihil. Neque et eos qui. Sit non voluptatem ullam dolorem rem voluptatibus vel odit. Voluptate omnis maxime repellendus consectetur aut ut dolorum fuga minima. Veritatis unde voluptate excepturi sunt sapiente blanditiis dignissimos voluptas a.,true,Evert,2,4,12,6,false,Fri Sep 22 2017 13:30:24 GMT-0700 (PDT)
3,accusantium at repellat,Optio tempore eos. Unde sunt et est pariatur doloremque fugiat delectus. Dolor expedita quia cumque quia a et voluptatibus et. Ab dolores qui aspernatur eum nemo dolore neque. Vel omnis libero dolores ab quibusdam. Minus eveniet voluptatem qui iusto asperiores.,false,Carole,5,4,15,20,false,Fri May 22 2015 03:46:29 GMT-0700 (PDT)
3,vel sed esse,Sapiente veritatis asperiores deleniti culpa atque. Rem praesentium id soluta tempora. Unde suscipit consectetur. Error quia explicabo consequatur dolore. Voluptatem excepturi fuga.,false,Arnaldo,5,4,37,22,false,Thu Aug 20 2015 19:28:22 GMT-0700 (PDT)
1,animi dignissimos debitis,Omnis debitis magnam quibusdam repudiandae eaque voluptate. Odio error porro ducimus eligendi ratione. Dicta qui nobis velit nisi provident quisquam ipsa autem quos.,true,Elena,4,4,12,43,false,Fri Apr 24 2015 21:26:10 GMT-0700 (PDT)
3,voluptate nostrum et,Et tenetur molestias. Et molestiae consequatur dolorum. Est occaecati dolores.,true,Santina,0,4,39,14,false,Thu Mar 12 2015 13:43:54 GMT-0700 (PDT)
4,ex dolor modi,Impedit sint deleniti consectetur perferendis magnam non. Amet ut itaque possimus aut aut eaque facilis qui. Quidem labore ullam occaecati recusandae hic et. Aspernatur accusantium cupiditate laborum deleniti. Sint nesciunt nesciunt omnis rerum esse consequuntur.,false,Abelardo,5,4,41,27,false,Mon Oct 08 2018 19:24:14 GMT-0700 (PDT)
5,cum reprehenderit totam,Perferendis id voluptas deserunt. Autem repellendus sit sunt asperiores. Commodi sint nobis odio doloribus sint voluptates sit sed numquam.,false,Jean,0,4,43,22,false,Tue Jan 22 2019 00:31:27 GMT-0800 (PST)
1,nostrum numquam dolor,Ut officia est. Aut porro possimus ipsam. Accusamus quidem incidunt.,false,Delta,0,4,3,48,false,Wed Apr 06 2016 11:45:41 GMT-0700 (PDT)
4,est ut molestias,Sint quis voluptas odio atque animi nulla omnis doloribus. Exercitationem nam harum odit et dolorem omnis molestiae at. Optio occaecati eum quia voluptatem exercitationem veritatis voluptas laborum quis. Odio quae iusto sapiente sapiente.,false,Mollie,0,4,6,12,false,Mon Nov 06 2017 20:02:31 GMT-0800 (PST)
2,non placeat nisi,Dicta ea in ipsam iste ea et. Non laboriosam at temporibus pariatur quis. Nemo eaque at reiciendis at qui. Libero laboriosam nulla. Placeat mollitia recusandae accusantium quibusdam. Laborum qui maxime dolores eligendi fuga placeat.,true,Malvina,1,4,39,25,false,Thu Aug 30 2018 05:00:05 GMT-0700 (PDT)
3,unde atque distinctio,Unde earum sed fuga aperiam sed quam cumque. Cum dolor nulla tempore praesentium totam sit. Voluptatem voluptatem alias velit illo rerum voluptas. Porro nihil enim voluptates odit beatae vel aut. Nulla nulla temporibus qui architecto velit placeat culpa inventore.,false,Reinhold,3,5,12,2,false,Wed Nov 25 2015 09:28:35 GMT-0800 (PST)
1,aut sed magni,Harum quas quo molestiae modi aperiam temporibus. Vitae id non et reprehenderit exercitationem. Qui commodi dolores. Officia repellat voluptatem nulla sit et. Ipsa praesentium ipsam repudiandae recusandae qui explicabo voluptatibus voluptas.,true,Luisa,4,5,38,46,false,Fri Nov 17 2017 22:34:18 GMT-0800 (PST)
5,aliquid accusantium labore,Aut laudantium et corrupti voluptatem omnis. Veritatis labore laborum est magnam tenetur sunt non delectus. Ut rerum molestias enim maiores harum fuga ea sunt. Vel omnis necessitatibus quis placeat et beatae nam corporis. Quia reiciendis asperiores sapiente praesentium. Impedit exercitationem neque esse expedita similique eum molestias.,true,Larue,1,5,49,5,false,Tue May 16 2017 19:05:36 GMT-0700 (PDT)
5,distinctio iste quis,Et incidunt omnis ab a. Qui iusto dicta autem. Minus velit placeat iste ipsum nesciunt voluptatum.,false,Lenna,0,5,7,39,false,Thu Jun 30 2016 22:15:49 GMT-0700 (PDT)
5,eum nemo tempore,Ratione voluptas id exercitationem officia cumque quae. Totam qui dolores consequatur. Architecto dolorum recusandae consequatur eaque voluptas. Et id repellendus facilis. Saepe tempore quos at quae non sapiente odio asperiores. Deleniti id iure quidem voluptatem quasi qui.,false,Jakayla,3,5,49,38,false,Tue Dec 22 2015 00:47:36 GMT-0800 (PST)
5,nulla dignissimos ea,Facilis voluptatem sit sit harum aspernatur qui et quia alias. Enim nam nobis tempore quam. Aperiam quia esse eaque repudiandae. Consequatur deserunt harum sed.,false,Reagan,3,5,14,40,false,Thu Mar 15 2018 22:26:36 GMT-0700 (PDT)
4,id explicabo error,Ullam quia beatae quia. Quod doloribus sed. Atque similique optio. Sit ipsum sunt et cumque ea. Itaque quis sit. Voluptate vel mollitia tempore.,true,Delia,3,5,43,36,false,Wed Jan 06 2016 01:59:22 GMT-0800 (PST)
2,praesentium facilis doloribus,Sit minus sint eius earum est aliquid. Consequatur facere molestiae quas quis eaque quod. Ducimus rerum asperiores aut sunt ullam soluta asperiores reprehenderit inventore. Ex quidem repellat in suscipit illo nulla unde.,false,Erwin,5,6,22,36,false,Thu Jan 26 2017 11:02:06 GMT-0800 (PST)
5,sunt et omnis,Ipsa et qui voluptates et modi asperiores quia. Et excepturi ut id suscipit a. Qui est illo nihil. Optio aliquam aut.,false,Milford,1,6,46,35,false,Wed Apr 22 2015 01:10:01 GMT-0700 (PDT)
5,quo ullam perspiciatis,Ut illo architecto quia repellendus et ut aut. Provident consequatur et cumque ea perferendis qui et. Quos est officiis in consequatur et eaque nam error.,false,Sean,5,6,50,8,false,Thu Aug 24 2017 15:41:44 GMT-0700 (PDT)
3,voluptate sit sunt,Dolore deserunt officia soluta atque sed earum rerum recusandae rerum. Aut voluptatum sed neque eos quis cupiditate aperiam praesentium. Saepe tempora facere quasi sed consectetur vero consequatur temporibus tempora. Autem eum voluptas quia repudiandae voluptates magni.,true,Lola,5,6,32,24,false,Wed Nov 25 2015 23:06:11 GMT-0800 (PST)
5,quasi eveniet asperiores,Repudiandae impedit commodi exercitationem veniam. Quod nisi dolores ipsum nihil omnis eius et. Repudiandae illum minima non ullam dolorem. Praesentium quam architecto enim magni eum nostrum. Voluptate impedit omnis vel dolorem et fuga et.,true,Ada,5,6,28,44,false,Thu Oct 26 2017 15:46:39 GMT-0700 (PDT)
1,est aspernatur atque,Ad aut iure est. Sequi dignissimos numquam omnis harum. Facilis porro cumque libero distinctio aut quis.,true,Donald,5,6,28,34,false,Fri Mar 16 2018 18:39:01 GMT-0700 (PDT)
1,qui numquam sed,Eum qui ut qui molestiae culpa suscipit. Et accusantium consequatur consequuntur. Ex magnam veniam suscipit fugit.,true,Enid,4,6,25,36,false,Wed Dec 30 2015 15:58:16 GMT-0800 (PST)
4,sit est sunt,Et reprehenderit amet at molestiae aut omnis voluptatem. Molestias mollitia sint a in in. Inventore quo at. Praesentium corporis non dolorum. Velit in quas. Sed facere aut.,true,Kevin,4,6,2,22,false,Sun Aug 06 2017 00:45:00 GMT-0700 (PDT)
5,impedit tempora sint,Praesentium ut incidunt perferendis id voluptas reprehenderit sit quisquam. Quia saepe sequi cupiditate et et sit. Sit maxime deleniti facere vero fuga. Eaque eius dolore placeat eos esse ex. Necessitatibus rerum voluptates quia et ad molestias nesciunt aliquam ut. Voluptates architecto soluta iusto aut ut id vel rem.,false,Davon,2,6,6,0,false,Sat Feb 07 2015 15:14:12 GMT-0800 (PST)
5,molestias odio temporibus,Ratione totam quis velit aliquid est. Quia nobis sed natus quos neque. Est sapiente porro ab ullam voluptatem est minus rerum. Sed ut dolorem. Numquam sint reiciendis.,false,Alexie,2,6,41,50,false,Sun Sep 16 2018 08:19:12 GMT-0700 (PDT)
4,dolores hic perferendis,Dolores vel perferendis magnam aliquid. Cumque alias enim dolorum ipsam blanditiis reiciendis aspernatur facere voluptatem. Iure vel maxime saepe et aliquid possimus est libero cum. Tempore voluptatem recusandae porro asperiores animi. Commodi id rem minus qui magnam. Autem nemo accusamus ad qui ipsa.,false,Keyon,3,6,28,38,false,Thu Jan 14 2016 03:43:45 GMT-0800 (PST)
1,non in sed,Expedita harum est consectetur voluptatibus. Earum dolorum fugiat a quae aperiam qui voluptatibus beatae. Amet quia voluptas autem quam a maxime enim voluptatum reprehenderit. Aut cumque enim. Doloremque maiores quasi sunt maiores nihil soluta omnis aut molestias.,true,Leo,1,6,38,24,false,Mon Feb 26 2018 20:59:31 GMT-0800 (PST)
5,perspiciatis quia cupiditate,Labore temporibus ab eligendi. Culpa harum et. Voluptatibus et molestiae dolorum ut id repellat quia. Eligendi voluptatem dolorem expedita est temporibus voluptas aperiam expedita qui. Doloremque qui voluptas atque rem earum eos. Voluptas reprehenderit deserunt sint nam ratione dolorem dignissimos ut.,true,Deanna,3,6,19,6,false,Mon Oct 15 2018 09:47:49 GMT-0700 (PDT)
3,hic laborum laborum,Iusto est aut neque tenetur unde eum aut. Atque voluptas quia. Illo debitis omnis autem culpa nobis. Maxime aliquam magni placeat vel et velit.,false,Danial,1,6,26,21,false,Mon May 22 2017 16:01:33 GMT-0700 (PDT)
1,praesentium suscipit facilis,Id quos suscipit magnam sint at maxime qui ut quidem. Sed cumque consectetur reprehenderit occaecati repellendus minus enim. Ut est non eveniet voluptatibus ab veritatis. Rerum vel nihil eius quasi iste dignissimos. Enim exercitationem consequuntur non minima velit vitae. Ipsa in vel rerum exercitationem animi occaecati nulla qui.,false,Breanne,4,7,35,25,false,Mon May 09 2016 20:58:49 GMT-0700 (PDT)
5,impedit qui impedit,Est ipsam vel non aut sit rerum tempore similique. Illo nulla eum inventore blanditiis magni blanditiis ab laudantium laudantium. Exercitationem rem repellendus in est amet magni. Saepe perspiciatis quo. Quidem explicabo et. Exercitationem illum asperiores omnis nostrum cum repellat pariatur.,true,Ernest,4,7,49,8,false,Thu May 25 2017 13:02:42 GMT-0700 (PDT)
2,consequatur cum dolor,Aut sunt explicabo qui ratione sit perspiciatis aut et reiciendis. Eligendi laudantium et voluptatem cumque in. Repudiandae nam laborum aspernatur magnam vel voluptatem sed non maxime.,true,Cathryn,4,7,37,14,false,Fri Jan 27 2017 16:13:21 GMT-0800 (PST)
1,nobis quas est,Tempora inventore eveniet asperiores eaque enim dolores eius. Aut nisi esse suscipit illo eos sit sapiente nihil. Quidem provident molestiae earum quibusdam.,true,Rocky,4,7,1,42,false,Sun Oct 16 2016 07:34:28 GMT-0700 (PDT)
